"TYPE"	"WORD"	"VALUE"
"erbaermlich"	"erbaermlicher"	-0.4796
"Erbe"	"Erbe"	0.004
"Erbe"	"Erben"	0.004
"Erbe"	"Erbes"	0.004
"erben"	"erben"	0.004
"erben"	"erbst"	0.004
"erben"	"geerbt"	0.004
"erben"	"erbt"	0.004
"erben"	"erbest"	0.004
"erben"	"erbe"	0.004
"erben"	"erbten"	0.004
"erben"	"erbtet"	0.004
"erben"	"erbtest"	0.004
"erben"	"erbet"	0.004
"erben"	"erbte"	0.004
"erbittert"	"erbittert"	-0.0048
"erbittert"	"erbittertem"	-0.0048
"erbittert"	"erbitterten"	-0.0048
"erbittert"	"erbitterte"	-0.0048
"erbittert"	"erbittertste"	-0.0048
"erbittert"	"erbittertere"	-0.0048
"erbittert"	"erbitterter"	-0.0048
"erbittert"	"erbittertstes"	-0.0048
"erbittert"	"erbittertes"	-0.0048
"erbittert"	"erbittertster"	-0.0048
"erbittert"	"erbittertsten"	-0.0048
"erbittert"	"erbitterteren"	-0.0048
"erbittert"	"erbitterterem"	-0.0048
"erbittert"	"erbittertstem"	-0.0048
"erbittert"	"erbitterteres"	-0.0048
"erbittert"	"erbitterterer"	-0.0048
"erbost"	"erbost"	-0.3293
"erbost"	"erbostestes"	-0.3293
"erbost"	"erbostester"	-0.3293
"erbost"	"erbostere"	-0.3293
"erbost"	"erbostesten"	-0.3293
"erbost"	"erbostestem"	-0.3293
"erbost"	"erbosten"	-0.3293
"erbost"	"erbosteste"	-0.3293
"erbost"	"erbostem"	-0.3293
"erbost"	"erboste"	-0.3293
"erbost"	"erbosteren"	-0.3293
"erbost"	"erbosterem"	-0.3293
"erbost"	"erboster"	-0.3293
"erbost"	"erbosterer"	-0.3293
"erbost"	"erbostes"	-0.3293
"erbost"	"erbosteres"	-0.3293
"erbrechen"	"erbrechen"	-0.3308
"erbrechen"	"erbreche"	-0.3308
"erbrechen"	"erbrichst"	-0.3308
"erbrechen"	"erbricht"	-0.3308
"erbrechen"	"erbrecht"	-0.3308
"erbrechen"	"erbrechest"	-0.3308
"erbrechen"	"erbrechet"	-0.3308
"erbrechen"	"erbrach"	-0.3308
"erbrechen"	"erbrachst"	-0.3308
"erbrechen"	"erbrachen"	-0.3308
"erbrechen"	"erbracht"	-0.3308
"erbrechen"	"erbraeche"	-0.3308
"erbrechen"	"erbraechest"	-0.3308
"erbrechen"	"erbraechst"	-0.3308
"erbrechen"	"erbraechen"	-0.3308
"erbrechen"	"erbraechet"	-0.3308
"erbrechen"	"erbraecht"	-0.3308
"erdrueckend"	"erdrueckend"	-0.0048
"erdrueckend"	"erdrueckendstes"	-0.0048
"erdrueckend"	"erdrueckendster"	-0.0048
"erdrueckend"	"erdrueckenderem"	-0.0048
"erdrueckend"	"erdrueckenderen"	-0.0048
"erdrueckend"	"erdrueckenderer"	-0.0048
"erdrueckend"	"erdrueckenderes"	-0.0048
"erdrueckend"	"erdrueckendes"	-0.0048
"erdrueckend"	"erdrueckendsten"	-0.0048
"erdrueckend"	"erdrueckender"	-0.0048
"erdrueckend"	"erdrueckendere"	-0.0048
"erdrueckend"	"erdrueckendste"	-0.0048
"erdrueckend"	"erdrueckenden"	-0.0048
"erdrueckend"	"erdrueckendstem"	-0.0048
"erdrueckend"	"erdrueckendem"	-0.0048
"erdrueckend"	"erdrueckende"	-0.0048
"erfahren"	"erfahren"	0.0927
"erfahren"	"erfahrenere"	0.0927
"erfahren"	"erfahrensten"	0.0927
"erfahren"	"erfahrenstem"	0.0927
"erfahren"	"erfahrneren"	0.0927
"erfahren"	"erfahrenstes"	0.0927
"erfahren"	"erfahrnerem"	0.0927
"erfahren"	"erfahrenster"	0.0927
"erfahren"	"erfahrnere"	0.0927
"erfahren"	"erfahrneres"	0.0927
"erfahren"	"erfahrnerer"	0.0927
"erfahren"	"erfahrner"	0.0927
"erfahren"	"erfahrenes"	0.0927
"erfahren"	"erfahrener"	0.0927
"erfahren"	"erfahrenerer"	0.0927
"erfahren"	"erfahrene"	0.0927
"erfahren"	"erfahrenem"	0.0927
"erfahren"	"erfahreneres"	0.0927
"erfahren"	"erfahrenerem"	0.0927
"erfahren"	"erfahrenen"	0.0927
"erfahren"	"erfahreneren"	0.0927
"erfahren"	"erfahrenste"	0.0927
"Erfahrung"	"Erfahrung"	0.004
"Erfahrung"	"Erfahrungen"	0.004
"Erfolg"	"Erfolg"	0.3446
"Erfolg"	"Erfolgs"	0.3446
"Erfolg"	"Erfolge"	0.3446
"Erfolg"	"Erfolgen"	0.3446
"Erfolg"	"Erfolges"	0.3446
"erfolgreich"	"erfolgreich"	0.2193
"erfolgreich"	"erfolgreichstem"	0.2193
"erfolgreich"	"erfolgreicheres"	0.2193
"erfolgreich"	"erfolgreichste"	0.2193
"erfolgreich"	"erfolgreicherer"	0.2193
"erfolgreich"	"erfolgreicherem"	0.2193
"erfolgreich"	"erfolgreiches"	0.2193
"erfolgreich"	"erfolgreichsten"	0.2193
"erfolgreich"	"erfolgreicheren"	0.2193
"erfolgreich"	"erfolgreicher"	0.2193
"erfolgreich"	"erfolgreichstes"	0.2193
"erfolgreich"	"erfolgreichster"	0.2193
"erfolgreich"	"erfolgreichem"	0.2193
"erfolgreich"	"erfolgreichen"	0.2193
"erfolgreich"	"erfolgreiche"	0.2193
"erfolgreich"	"erfolgreichere"	0.2193
"Erfolgserlebnis"	"Erfolgserlebnis"	0.0884
"Erfolgserlebnis"	"Erfolgserlebnisses"	0.0884
"Erfolgserlebnis"	"Erfolgserlebnissen"	0.0884
"Erfolgserlebnis"	"Erfolgserlebnisse"	0.0884
"erfreuen"	"erfreuen"	0.2112
"erfreuen"	"erfreutest"	0.2112
"erfreuen"	"erfreuten"	0.2112
"erfreuen"	"erfreutet"	0.2112
"erfreuen"	"erfreut"	0.2112
"erfreuen"	"erfreute"	0.2112
"erfreuen"	"erfreust"	0.2112
"erfreuen"	"erfreuet"	0.2112
"erfreuen"	"erfreuest"	0.2112
"erfreuen"	"erfreue"	0.2112
"erfreulich"	"erfreulich"	0.2197
"erfreulich"	"erfreulicher"	0.2197
"erfreulich"	"erfreulicherem"	0.2197
"erfreulich"	"erfreulicheren"	0.2197
"erfreulich"	"erfreuliches"	0.2197
"erfreulich"	"erfreulichsten"	0.2197
"erfreulich"	"erfreulicherer"	0.2197
"erfreulich"	"erfreulichste"	0.2197
"erfreulich"	"erfreulichstem"	0.2197
"erfreulich"	"erfreulicheres"	0.2197
"erfreulich"	"erfreulichster"	0.2197
"erfreulich"	"erfreuliche"	0.2197
"erfreulich"	"erfreulichstes"	0.2197
"erfreulich"	"erfreulichem"	0.2197
"erfreulich"	"erfreulichen"	0.2197
"erfreulich"	"erfreulichere"	0.2197
"erfrischend"	"erfrischend"	0.2227
"erfrischend"	"erfrischende"	0.2227
"erfrischend"	"erfrischendem"	0.2227
"erfrischend"	"erfrischenden"	0.2227
"erfrischend"	"erfrischender"	0.2227
"erfrischend"	"erfrischendes"	0.2227
"erfrischend"	"erfrischendere"	0.2227
"erfrischend"	"erfrischenderem"	0.2227
"erfrischend"	"erfrischenderen"	0.2227
"erfrischend"	"erfrischenderer"	0.2227
"erfrischend"	"erfrischenderes"	0.2227
"erfrischend"	"erfrischendste"	0.2227
"erfrischend"	"erfrischendstem"	0.2227
"erfrischend"	"erfrischendsten"	0.2227
"erfrischend"	"erfrischendster"	0.2227
"erfrischend"	"erfrischendstes"	0.2227
"erfuellen"	"erfuellen"	0.004
"erfuellen"	"erfuellten"	0.004
"erfuellen"	"erfuellest"	0.004
"erfuellen"	"erfuellte"	0.004
"erfuellen"	"erfuellst"	0.004
"erfuellen"	"erfuellet"	0.004
"erfuellen"	"erfuelltet"	0.004
"erfuellen"	"erfuelle"	0.004
"erfuellen"	"erfuelltest"	0.004
"erfuellen"	"erfuellt"	0.004
"Erfuellung"	"Erfuellung"	0.004
"Erfuellung"	"Erfuellungen"	0.004
"ergaenzen"	"ergaenzen"	0.2074
"ergaenzen"	"ergaenzte"	0.2074
"ergaenzen"	"ergaenze"	0.2074
"ergaenzen"	"ergaenzt"	0.2074
"ergaenzen"	"ergaenzten"	0.2074
"ergaenzen"	"ergaenzet"	0.2074
"ergaenzen"	"ergaenzest"	0.2074
"ergaenzen"	"ergaenztet"	0.2074
"ergaenzen"	"ergaenztest"	0.2074
"Ergaenzung"	"Ergaenzung"	0.004
"Ergaenzung"	"Ergaenzungen"	0.004
"ergaunern"	"ergaunern"	-0.0048
"ergaunern"	"ergaunere"	-0.0048
"ergaunern"	"ergaunertest"	-0.0048
"ergaunern"	"ergaunerten"	-0.0048
"ergaunern"	"ergaunert"	-0.0048
"ergaunern"	"ergaunertet"	-0.0048
"ergaunern"	"ergauneren"	-0.0048
"ergaunern"	"ergaunerst"	-0.0048
"ergaunern"	"ergaunerte"	-0.0048
"ergebnislos"	"ergebnislos"	-0.0048
"ergebnislos"	"ergebnisloseres"	-0.0048
"ergebnislos"	"ergebnisloserer"	-0.0048
"ergebnislos"	"ergebnislosere"	-0.0048
"ergebnislos"	"ergebnislose"	-0.0048
"ergebnislos"	"ergebnislosestem"	-0.0048
"ergebnislos"	"ergebnisloseste"	-0.0048
"ergebnislos"	"ergebnisloserem"	-0.0048
"ergebnislos"	"ergebnisloseren"	-0.0048
"ergebnislos"	"ergebnislosester"	-0.0048
"ergebnislos"	"ergebnisloses"	-0.0048
"ergebnislos"	"ergebnislosestes"	-0.0048
"ergebnislos"	"ergebnisloser"	-0.0048
"ergebnislos"	"ergebnislosesten"	-0.0048
"ergebnislos"	"ergebnislosen"	-0.0048
"ergebnislos"	"ergebnislosem"	-0.0048
"ergebnisreich"	"ergebnisreich"	0.004
"ergebnisreich"	"ergebnisreicherem"	0.004
"ergebnisreich"	"ergebnisreichstem"	0.004
"ergebnisreich"	"ergebnisreichsten"	0.004
"ergebnisreich"	"ergebnisreiches"	0.004
"ergebnisreich"	"ergebnisreichstes"	0.004
"ergebnisreich"	"ergebnisreicher"	0.004
"ergebnisreich"	"ergebnisreichster"	0.004
"ergebnisreich"	"ergebnisreichste"	0.004
"ergebnisreich"	"ergebnisreichen"	0.004
"ergebnisreich"	"ergebnisreichem"	0.004
"ergebnisreich"	"ergebnisreiche"	0.004
"ergebnisreich"	"ergebnisreichere"	0.004
"ergebnisreich"	"ergebnisreicherer"	0.004
"ergebnisreich"	"ergebnisreicheres"	0.004
"ergebnisreich"	"ergebnisreicheren"	0.004
"ergiebig"	"ergiebig"	0.004
"ergiebig"	"ergiebiger"	0.004
"ergiebig"	"ergiebigere"	0.004
"ergiebig"	"ergiebigen"	0.004
"ergiebig"	"ergiebigem"	0.004
"ergiebig"	"ergiebigerem"	0.004
"ergiebig"	"ergiebiges"	0.004
"ergiebig"	"ergiebigerer"	0.004
"ergiebig"	"ergiebigeres"	0.004
"ergiebig"	"ergiebigeren"	0.004
"ergiebig"	"ergiebigstes"	0.004
"ergiebig"	"ergiebigster"	0.004
"ergiebig"	"ergiebigste"	0.004
"ergiebig"	"ergiebigsten"	0.004
"ergiebig"	"ergiebige"	0.004
"ergiebig"	"ergiebigstem"	0.004
"Ergiebigkeit"	"Ergiebigkeit"	0.004
"erhalten"	"erhalten"	0.004
"erhalten"	"erhalte"	0.004
"erhalten"	"erhaeltst"	0.004
"erhalten"	"erhaelt"	0.004
"erhalten"	"erhaltet"	0.004
"erhalten"	"erhaltest"	0.004
"erhalten"	"erhielt"	0.004
"erhalten"	"erhieltest"	0.004
"erhalten"	"erhieltst"	0.004
"erhalten"	"erhielten"	0.004
"erhalten"	"erhieltet"	0.004
"erhalten"	"erhielte"	0.004
"erhaeltlich"	"erhaeltlich"	0.004
"erhaeltlich"	"erhaeltlichere"	0.004
"erhaeltlich"	"erhaeltliches"	0.004
"erhaeltlich"	"erhaeltlicher"	0.004
"erhaeltlich"	"erhaeltlichstem"	0.004
"erhaeltlich"	"erhaeltlichsten"	0.004
"erhaeltlich"	"erhaeltlichste"	0.004
"erhaeltlich"	"erhaeltlicheres"	0.004
"erhaeltlich"	"erhaeltlicherer"	0.004
"erhaeltlich"	"erhaeltliche"	0.004
"erhaeltlich"	"erhaeltlicheren"	0.004
"erhaeltlich"	"erhaeltlicherem"	0.004
"erhaeltlich"	"erhaeltlichster"	0.004
"erhaeltlich"	"erhaeltlichem"	0.004
"erhaeltlich"	"erhaeltlichstes"	0.004
"erhaeltlich"	"erhaeltlichen"	0.004
"Erhaltung"	"Erhaltung"	0.004
"erhebend"	"erhebend"	0.004
"erhebend"	"erhebendstem"	0.004
"erhebend"	"erhebendsten"	0.004
"erhebend"	"erhebender"	0.004
"erhebend"	"erhebendes"	0.004
"erhebend"	"erhebenden"	0.004
"erhebend"	"erhebende"	0.004
"erhebend"	"erhebendem"	0.004
"erhebend"	"erhebendste"	0.004
"erhebend"	"erhebendere"	0.004
"erhebend"	"erhebenderer"	0.004
"erhebend"	"erhebenderes"	0.004
"erhebend"	"erhebendster"	0.004
"erhebend"	"erhebenderen"	0.004
"erhebend"	"erhebenderem"	0.004
"erhebend"	"erhebendstes"	0.004
"erheblich"	"erheblich"	0.004
"erheblich"	"erheblichste"	0.004
"erheblich"	"erheblicherem"	0.004
"erheblich"	"erheblichsten"	0.004
"erheblich"	"erhebliche"	0.004
"erheblich"	"erheblicheres"	0.004
"erheblich"	"erheblicherer"	0.004
"erheblich"	"erhebliches"	0.004
"erheblich"	"erheblicheren"	0.004
"erheblich"	"erheblichstem"	0.004
"erheblich"	"erheblichen"	0.004
"erheblich"	"erheblichem"	0.004
"erheblich"	"erheblichere"	0.004
"erheblich"	"erheblichster"	0.004
"erheblich"	"erheblicher"	0.004
"erheblich"	"erheblichstes"	0.004
"erhoehen"	"erhoehen"	0.004
"erhoehen"	"erhoehtest"	0.004
"erhoehen"	"erhoehet"	0.004
"erhoehen"	"erhoeht"	0.004
"erhoehen"	"erhoehest"	0.004
"erhoehen"	"erhoehte"	0.004
"erhoehen"	"erhoehst"	0.004
"erhoehen"	"erhoehten"	0.004
"erhoehen"	"erhoehtet"	0.004
"erhoehen"	"erhoehe"	0.004
"Erhoehung"	"Erhoehung"	0.004
"Erhoehung"	"Erhoehungen"	0.004
"erholen"	"erholen"	0.2357
"erholen"	"erholet"	0.2357
"erholen"	"erholten"	0.2357
"erholen"	"erholtet"	0.2357
"erholen"	"erholest"	0.2357
"erholen"	"erhole"	0.2357
"erholen"	"erholt"	0.2357
"erholen"	"erholtest"	0.2357
"erholen"	"erholte"	0.2357
"erholen"	"erholst"	0.2357
"erholsam"	"erholsam"	0.2188
"erholsam"	"erholsamem"	0.2188
"erholsam"	"erholsamste"	0.2188
"erholsam"	"erholsamere"	0.2188
"erholsam"	"erholsameres"	0.2188
"erholsam"	"erholsameren"	0.2188
"erholsam"	"erholsamerer"	0.2188
"erholsam"	"erholsamerem"	0.2188
"erholsam"	"erholsamster"	0.2188
"erholsam"	"erholsamstes"	0.2188
"erholsam"	"erholsamsten"	0.2188
"erholsam"	"erholsamstem"	0.2188
"erholsam"	"erholsame"	0.2188
"erholsam"	"erholsamer"	0.2188
"erholsam"	"erholsames"	0.2188
"erholsam"	"erholsamen"	0.2188
"Erholung"	"Erholung"	0.0865
"Erholung"	"Erholungen"	0.0865
"erkennbar"	"erkennbar"	0.004
"erkennbar"	"erkennbare"	0.004
"erkennbar"	"erkennbarste"	0.004
"erkennbar"	"erkennbarer"	0.004
"erkennbar"	"erkennbarstes"	0.004
"erkennbar"	"erkennbares"	0.004
"erkennbar"	"erkennbarster"	0.004
"erkennbar"	"erkennbarerer"	0.004
"erkennbar"	"erkennbareres"	0.004
"erkennbar"	"erkennbarem"	0.004
"erkennbar"	"erkennbareren"	0.004
"erkennbar"	"erkennbarstem"	0.004
"erkennbar"	"erkennbaren"	0.004
"erkennbar"	"erkennbarere"	0.004
"erkennbar"	"erkennbarsten"	0.004
"erkennbar"	"erkennbarerem"	0.004
"erklaert"	"erklaert"	0.004
"erklaert"	"erklaerte"	0.004
"erklaert"	"erklaerter"	0.004
"erklaert"	"erklaertere"	0.004
"erklaert"	"erklaertes"	0.004
"erklaert"	"erklaerten"	0.004
"erklaert"	"erklaertem"	0.004
"erklaert"	"erklaerteren"	0.004
"erklaert"	"erklaerterem"	0.004
"erklaert"	"erklaerteste"	0.004
"erklaert"	"erklaerterer"	0.004
"erklaert"	"erklaerteres"	0.004
"erklaert"	"erklaertester"	0.004
"erklaert"	"erklaertestes"	0.004
"erklaert"	"erklaertestem"	0.004
"erklaert"	"erklaertesten"	0.004
"erklimmen"	"erklimmen"	0.004
"erklimmen"	"erklimme"	0.004
"erklimmen"	"erklimmst"	0.004
"erklimmen"	"erklimmt"	0.004
"erklimmen"	"erklimmest"	0.004
"erklimmen"	"erklimmet"	0.004
"erklimmen"	"erklomm"	0.004
"erklimmen"	"erklommst"	0.004
"erklimmen"	"erklommen"	0.004
"erklimmen"	"erklommt"	0.004
"erklimmen"	"erkloemme"	0.004
"erklimmen"	"erkloemmest"	0.004
"erklimmen"	"erkloemmst"	0.004
"erklimmen"	"erkloemmen"	0.004
"erklimmen"	"erkloemmet"	0.004
"erklimmen"	"erkloemmt"	0.004
"erlauben"	"erlauben"	0.004
"erlauben"	"erlaubst"	0.004
"erlauben"	"erlaubtet"	0.004
"erlauben"	"erlaube"	0.004
"erlauben"	"erlaubt"	0.004
"erlauben"	"erlaubtest"	0.004
"erlauben"	"erlaubte"	0.004
"erlauben"	"erlaubest"	0.004
"erlauben"	"erlaubet"	0.004
"erlauben"	"erlaubten"	0.004
"Erlaubnis"	"Erlaubnis"	0.004
"Erlaubnis"	"Erlaubnisse"	0.004
"Erlaubnis"	"Erlaubnissen"	0.004
"erleichtern"	"erleichtern"	0.004
"erleichtern"	"erleichterten"	0.004
"erleichtern"	"erleichterte"	0.004
"erleichtern"	"erleichterst"	0.004
"erleichtern"	"erleichtert"	0.004
"erleichtern"	"erleichtere"	0.004
"erleichtern"	"erleichteren"	0.004
"erleichtern"	"erleichtertest"	0.004
"erleichtern"	"erleichtertet"	0.004
"Erleichterung"	"Erleichterung"	0.004
"Erleichterung"	"Erleichterungen"	0.004
"erleiden"	"erleiden"	-0.3494
"erleiden"	"erleide"	-0.3494
"erleiden"	"erleidest"	-0.3494
"erleiden"	"erleidet"	-0.3494
"erleiden"	"erlitt"	-0.3494
"erleiden"	"erlittest"	-0.3494
"erleiden"	"erlitten"	-0.3494
"erleiden"	"erlittet"	-0.3494
"erleiden"	"erlitte"	-0.3494
"erleuchten"	"erleuchten"	0.004
"erleuchten"	"erleuchte"	0.004
"erleuchten"	"erleuchtest"	0.004
"erleuchten"	"erleuchtet"	0.004
"erleuchten"	"erleuchtete"	0.004
"erleuchten"	"erleuchtetest"	0.004
"erleuchten"	"erleuchteten"	0.004
"erleuchten"	"erleuchtetet"	0.004
"Erleuchtung"	"Erleuchtung"	0.004
"Erleuchtung"	"Erleuchtungen"	0.004
"erliegen"	"erliegen"	-0.3296
"erliegen"	"erliege"	-0.3296
"erliegen"	"erliegst"	-0.3296
"erliegen"	"erliegt"	-0.3296
"erliegen"	"erliegest"	-0.3296
"erliegen"	"erlieget"	-0.3296
"erliegen"	"erlag"	-0.3296
"erliegen"	"erlagst"	-0.3296
"erliegen"	"erlagen"	-0.3296
"erliegen"	"erlagt"	-0.3296
"erliegen"	"erlaege"	-0.3296
"erliegen"	"erlaegest"	-0.3296
"erliegen"	"erlaegst"	-0.3296
"erliegen"	"erlaegen"	-0.3296
"erliegen"	"erlaeget"	-0.3296
"erliegen"	"erlaegt"	-0.3296
"erloesen"	"erloesen"	0.004
"erloesen"	"erloeset"	0.004
"erloesen"	"erloese"	0.004
"erloesen"	"erloest"	0.004
"erloesen"	"erloesten"	0.004
"erloesen"	"erloeste"	0.004
"erloesen"	"erloestest"	0.004
"erloesen"	"erloestet"	0.004
"erloesen"	"erloesest"	0.004
"Erloesung"	"Erloesung"	0.004
"Erloesung"	"Erloesungen"	0.004
"ermahnen"	"ermahnen"	-0.0048
"ermahnen"	"ermahnten"	-0.0048
"ermahnen"	"ermahnte"	-0.0048
"ermahnen"	"ermahnst"	-0.0048
"ermahnen"	"ermahnt"	-0.0048
"ermahnen"	"ermahntet"	-0.0048
"ermahnen"	"ermahnest"	-0.0048
"ermahnen"	"ermahne"	-0.0048
"ermahnen"	"ermahntest"	-0.0048
"ermahnen"	"ermahnet"	-0.0048
"Ermahnung"	"Ermahnung"	-0.0048
"Ermahnung"	"Ermahnungen"	-0.0048
"ermoeglichen"	"ermoeglichen"	0.004
"ermoeglichen"	"ermoegliche"	0.004
"ermoeglichen"	"ermoeglicht"	0.004
"ermoeglichen"	"ermoeglichst"	0.004
"ermoeglichen"	"ermoeglichtet"	0.004
"ermoeglichen"	"ermoeglichte"	0.004
"ermoeglichen"	"ermoeglichtest"	0.004
"ermoeglichen"	"ermoeglichet"	0.004
"ermoeglichen"	"ermoeglichest"	0.004
"ermoeglichen"	"ermoeglichten"	0.004
"ermorden"	"ermorden"	-0.3292
"ermorden"	"ermordtest"	-0.3292
"ermorden"	"ermorde"	-0.3292
"ermorden"	"ermordte"	-0.3292
"ermorden"	"ermordet"	-0.3292
"ermorden"	"ermordetet"	-0.3292
"ermorden"	"ermordetest"	-0.3292
"ermorden"	"ermordtet"	-0.3292
"ermorden"	"ermordeten"	-0.3292
"ermorden"	"ermordest"	-0.3292
"ermorden"	"ermordete"	-0.3292
"ermorden"	"ermordten"	-0.3292
"Ermordung"	"Ermordung"	-0.332
"Ermordung"	"Ermordungen"	-0.332
"ermueden"	"ermueden"	-0.0048
"ermueden"	"ermuedte"	-0.0048
"ermueden"	"ermuedtet"	-0.0048
"ermueden"	"ermuedtest"	-0.0048
"ermueden"	"ermuedetest"	-0.0048
"ermueden"	"ermuedeten"	-0.0048
"ermueden"	"ermuedetet"	-0.0048
"ermueden"	"ermuedet"	-0.0048
"ermueden"	"ermuedest"	-0.0048
"ermueden"	"ermuede"	-0.0048
"ermueden"	"ermuedete"	-0.0048
"ermueden"	"ermuedten"	-0.0048
"Ermuedung"	"Ermuedung"	-0.0048
"Ermuedung"	"Ermuedungen"	-0.0048
"ermunternd"	"ermunternd"	0.004
"ermunternd"	"ermunternde"	0.004
"ermunternd"	"ermunterndem"	0.004
"ermunternd"	"ermunternden"	0.004
"ermunternd"	"ermunternder"	0.004
"ermunternd"	"ermunterndes"	0.004
"ermunternd"	"ermunterndere"	0.004
"ermunternd"	"ermunternderem"	0.004
"ermunternd"	"ermunternderen"	0.004
"ermunternd"	"ermunternderer"	0.004
"ermunternd"	"ermunternderes"	0.004
"ermunternd"	"ermunterndste"	0.004
"ermunternd"	"ermunterndstem"	0.004
"ermunternd"	"ermunterndsten"	0.004
"ermunternd"	"ermunterndster"	0.004
"ermunternd"	"ermunterndstes"	0.004
"ermutigen"	"ermutigen"	0.004
"ermutigen"	"ermutiget"	0.004
"ermutigen"	"ermutigst"	0.004
"ermutigen"	"ermutigest"	0.004
"ermutigen"	"ermutige"	0.004
"ermutigen"	"ermutigte"	0.004
"ermutigen"	"ermutigtet"	0.004
"ermutigen"	"ermutigt"	0.004
"ermutigen"	"ermutigtest"	0.004
"ermutigen"	"ermutigten"	0.004
"ermutigend"	"ermutigend"	0.0735
"ermutigend"	"ermutigende"	0.0735
"ermutigend"	"ermutigendem"	0.0735
"ermutigend"	"ermutigenden"	0.0735
"ermutigend"	"ermutigender"	0.0735
"ermutigend"	"ermutigendes"	0.0735
"ermutigend"	"ermutigendere"	0.0735
"ermutigend"	"ermutigenderem"	0.0735
"ermutigend"	"ermutigenderen"	0.0735
"ermutigend"	"ermutigenderer"	0.0735
"ermutigend"	"ermutigenderes"	0.0735
"ermutigend"	"ermutigendste"	0.0735
"ermutigend"	"ermutigendstem"	0.0735
"ermutigend"	"ermutigendsten"	0.0735
"ermutigend"	"ermutigendster"	0.0735
"ermutigend"	"ermutigendstes"	0.0735
"Ermutigung"	"Ermutigung"	0.004
"Ermutigung"	"Ermutigungen"	0.004
"erneuern"	"erneuern"	0.004
"erneuern"	"erneuertet"	0.004
"erneuern"	"erneuertest"	0.004
"erneuern"	"erneuere"	0.004
"erneuern"	"erneuert"	0.004
"erneuern"	"erneuerst"	0.004
"erneuern"	"erneuerte"	0.004
"erneuern"	"erneueren"	0.004
"erneuern"	"erneuerten"	0.004
"Erneuerung"	"Erneuerung"	0.004
"Erneuerung"	"Erneuerungen"	0.004
"erniedrigen"	"erniedrigen"	-0.0048
"erniedrigen"	"erniedrigt"	-0.0048
"erniedrigen"	"erniedrigst"	-0.0048
"erniedrigen"	"erniedrigte"	-0.0048
"erniedrigen"	"erniedrige"	-0.0048
"erniedrigen"	"erniedrigtet"	-0.0048
"erniedrigen"	"erniedrigtest"	-0.0048
"erniedrigen"	"erniedriget"	-0.0048
"erniedrigen"	"erniedrigten"	-0.0048
"erniedrigen"	"erniedrigest"	-0.0048
"Erniedrigung"	"Erniedrigung"	-0.3259
"Erniedrigung"	"Erniedrigungen"	-0.3259
"ernsthaft"	"ernsthaft"	0.004
"ernsthaft"	"ernsthaftem"	0.004
"ernsthaft"	"ernsthaften"	0.004
"ernsthaft"	"ernsthafter"	0.004
"ernsthaft"	"ernsthaftes"	0.004
"ernsthaft"	"ernsthafteres"	0.004
"ernsthaft"	"ernsthafterer"	0.004
"ernsthaft"	"ernsthafterem"	0.004
"ernsthaft"	"ernsthafteren"	0.004
"ernsthaft"	"ernsthaftester"	0.004
"ernsthaft"	"ernsthaftestes"	0.004
"ernsthaft"	"ernsthaftesten"	0.004
"ernsthaft"	"ernsthafteste"	0.004
"ernsthaft"	"ernsthafte"	0.004
"ernsthaft"	"ernsthaftestem"	0.004
"ernsthaft"	"ernsthaftere"	0.004
"Ernsthaftigkeit"	"Ernsthaftigkeit"	0.004
"ernuechternd"	"ernuechternd"	-0.0048
"ernuechternd"	"ernuechternde"	-0.0048
"ernuechternd"	"ernuechterndem"	-0.0048
"ernuechternd"	"ernuechternden"	-0.0048
"ernuechternd"	"ernuechternder"	-0.0048
"ernuechternd"	"ernuechterndes"	-0.0048
"ernuechternd"	"ernuechterndere"	-0.0048
"ernuechternd"	"ernuechternderem"	-0.0048
"ernuechternd"	"ernuechternderen"	-0.0048
"ernuechternd"	"ernuechternderer"	-0.0048
"ernuechternd"	"ernuechternderes"	-0.0048
"ernuechternd"	"ernuechterndste"	-0.0048
"ernuechternd"	"ernuechterndstem"	-0.0048
"ernuechternd"	"ernuechterndsten"	-0.0048
"ernuechternd"	"ernuechterndster"	-0.0048
"ernuechternd"	"ernuechterndstes"	-0.0048
"Ernuechterung"	"Ernuechterung"	-0.0048
"Ernuechterung"	"Ernuechterungen"	-0.0048
"Erosion"	"Erosion"	-0.0666
"Erosion"	"Erosionen"	-0.0666
"erpressen"	"erpressen"	-0.0048
"erpressen"	"erpresset"	-0.0048
"erpressen"	"erpresstest"	-0.0048
"erpressen"	"erpresse"	-0.0048
"erpressen"	"erpresst"	-0.0048
"erpressen"	"erpresstet"	-0.0048
"erpressen"	"erpresste"	-0.0048
"erpressen"	"erpressest"	-0.0048
"erpressen"	"erpressten"	-0.0048
"Erpressung"	"Erpressung"	-0.0048
"Erpressung"	"Erpressungen"	-0.0048
"erreichen"	"erreichen"	0.004
"erreichen"	"erreichten"	0.004
"erreichen"	"erreichst"	0.004
"erreichen"	"erreichte"	0.004
"erreichen"	"erreichtet"	0.004
"erreichen"	"erreichest"	0.004
"erreichen"	"erreichet"	0.004
"erreichen"	"erreiche"	0.004
"erreichen"	"erreicht"	0.004
"erreichen"	"erreichtest"	0.004
"erschaffen"	"erschaffen"	0.004
"erschaffen"	"erschaffe"	0.004
"erschaffen"	"erschaffst"	0.004
"erschaffen"	"erschafft"	0.004
"erschaffen"	"erschaffest"	0.004
